EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 08-12-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 46 STANAME: Station name
 48- 49 CN     : Country code (ISO3116 country codes)
 51- 59 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 61- 70 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 72- 75 HGTH   : Station elevation in meters

STAID,STANAME                                 ,CN,      LAT,       LON,HGHT
 5808,OVERKALIX-SVARTBYN                      ,SE,+66:20:24,+022:48:00,  61
 5813,OVERTORNEA                              ,SE,+66:22:48,+023:39:00,  70
 6860,SVANSTEIN                               ,SE,+66:39:00,+023:51:36,  80
 6866,SKROVEN                                 ,SE,+66:46:48,+021:50:24, 150
 6877,JARHOIS                                 ,SE,+66:57:36,+023:49:48, 110
 6885,TARENDO                                 ,SE,+67:10:48,+022:39:00, 165
 3539,PAJALA A                                ,SE,+67:12:18,+023:23:43, 171
 1411,PAJALA                                  ,SE,+67:12:36,+023:23:34, 168
 6890,SAITTAROVA_D                            ,SE,+67:19:48,+022:14:24, 240
 5845,SAITTAROVA_A                            ,SE,+67:20:24,+022:13:48, 240
 6895,KANGOS                                  ,SE,+67:30:00,+022:39:36, 230
 1430,VITTANGI                                ,SE,+67:40:48,+021:37:48, 250
 6901,PARKAJOKI                               ,SE,+67:43:48,+023:29:24, 200
 6910,KATKESUANDO                             ,SE,+68:07:12,+023:19:48, 250
 7723,YLITORNIO PORTIMOJARVI                  ,FI,+66:22:00,+023:55:00,  79
 7780,PELLO TURTOLANKYLA                      ,FI,+66:35:00,+023:54:00,  70
 5209,HASTVEDA_MO                             ,SE,+56:16:48,+013:56:24, 103
 5413,LURO 1                                  ,SE,+58:47:24,+013:15:00,  55
 5797,VIDSEL_MO                               ,SE,+65:52:48,+020:09:00, 182
11208,OSTMARK-ASARNA                          ,SE,+60:16:44,+012:51:14, 135
11213,HAVELUND                                ,SE,+58:56:46,+011:26:29, 100
11218,GUNNESBYN                               ,SE,+58:58:35,+011:41:42, 145
11219,RYHOLM                                  ,SE,+58:34:55,+014:13:00,  95
18940,MAGNOR                                  ,NO,+59:58:02,+012:12:39, 154
19107,PRESTEBAKKE                             ,NO,+58:59:35,+011:32:18, 157
