EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 01-12-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 BEGIN  : Begin date YYYYMMDD
 98-105 END    : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   BEGIN,     END,PARID,PARNAME
  223,915410,DROBETA TURNU SEVERIN                   ,RO,+44:37:00,+022:37:00,  78, RR8,19820101,20200229,     ,                    
  226,100906,VARFU OMUL                              ,RO,+45:27:00,+025:27:00,2504, RR4,19610101,20200930,   28,Marius-Victor Birsan                              
  226,112327,VARFU OMUL                              ,RO,+45:27:00,+025:27:00,2504, RR1,19520106,20110123,   47,GSN network                                       
  226,915280,VARFU OMU                               ,RO,+45:27:00,+025:27:00,2509, RR8,19820114,20200229,     ,                    
  960,108887,BACAU                                   ,RO,+46:32:00,+026:55:00, 184, RR4,19610101,20200930,   28,Marius-Victor Birsan                              
  960,915150,BACAU                                   ,RO,+46:31:00,+026:54:00, 185, RR8,19820102,20200229,     ,                    
 2056,108888,BOTOSANI                                ,RO,+47:40:48,+026:40:12, 161, RR4,19610101,20200930,   28,Marius-Victor Birsan                              
 2056,915020,BOTOSANI                                ,RO,+47:44:00,+026:38:00, 162, RR8,19820102,20200229,     ,                    
  219,100899,BUCURESTI FILARET                       ,RO,+44:25:00,+026:06:00,  82, RR4,18950101,20001231,   28,Marius-Victor Birsan                              
  219,108889,BUCURESTI-BANEASA                       ,RO,+44:31:00,+026:05:00,  90, RR4,19610101,20200930,   28,Marius-Victor Birsan                              
  219,915420,BUCURESTI BANEASA                       ,RO,+44:30:00,+026:08:00,  91, RR8,19820101,20200229,     ,                    
 2058,108890,CARANSEBES                              ,RO,+45:25:12,+022:15:00, 241, RR4,19610101,20200930,   28,Marius-Victor Birsan                              
 2058,915292,CARANSEBES                              ,RO,+45:25:00,+022:15:00, 242, RR8,19820102,20200229,     ,                    
 2057,108891,CEAHLAU TOACA                           ,RO,+46:55:48,+025:55:12,1897, RR4,19640101,20200930,   28,Marius-Victor Birsan                              
 2057,915108,CEAHLAU TOACA                           ,RO,+46:58:00,+025:56:00,1898, RR8,19820114,20200229,     ,                    
 2062,108892,CONSTANTA                               ,RO,+44:13:12,+028:37:48,  13, RR4,19610101,20200930,   28,Marius-Victor Birsan                              
 2062,915480,CONSTANTA                               ,RO,+44:12:00,+028:38:00,  14, RR8,19820101,20200229,     ,                    
 2061,108893,CRAIOVA                                 ,RO,+44:13:48,+023:52:12, 192, RR4,19610101,20200930,   28,Marius-Victor Birsan                              
 2061,915450,CRAIOVA                                 ,RO,+44:18:00,+023:52:00, 193, RR8,19820102,20200229,     ,                    
  962,108894,DEVA                                    ,RO,+45:52:00,+022:54:00, 230, RR4,19610101,20200930,   28,Marius-Victor Birsan                              
  962,915230,DEVA                                    ,RO,+45:51:00,+022:53:00, 241, RR8,19820103,20200229,     ,                    
 2059,108895,GALATI                                  ,RO,+45:30:00,+028:01:12,  71, RR4,19610101,20200930,   28,Marius-Victor Birsan                              
 2059,915310,GALATI                                  ,RO,+45:28:00,+028:01:00,  70, RR8,19820102,20200229,     ,                    
  951,108896,IASI                                    ,RO,+47:10:00,+027:38:00, 102, RR4,19610101,20200930,   28,Marius-Victor Birsan                              
  951,915090,IASI                                    ,RO,+47:10:00,+027:37:00, 103, RR8,19820101,20200229,     ,                    
  961,108897,MIERCUREA CIUC                          ,RO,+46:22:00,+025:44:00, 661, RR4,19610101,20200930,   28,Marius-Victor Birsan                              
  961,915170,MIERCUREA CIUC                          ,RO,+46:22:00,+025:46:00, 662, RR8,19820101,20200229,     ,                    
  948,108898,OCNA SUGATAG                            ,RO,+47:47:00,+023:56:00, 504, RR4,19610101,20200930,   28,Marius-Victor Birsan                              
  948,915015,OCNA SUGATAG                            ,RO,+47:46:00,+023:56:00, 504, RR8,19820101,20200229,     ,                    
 2060,108899,RAMNICU VALCEA                          ,RO,+45:06:00,+024:22:12, 239, RR4,19610101,20200930,   28,Marius-Victor Birsan                              
 2060,915346,RAMNICU VALCEA                          ,RO,+45:05:00,+024:22:00, 238, RR8,19820102,20200229,     ,                    
  972,108900,ROSIORI DE VEDE                         ,RO,+44:06:00,+024:59:00, 102, RR4,19610101,20200930,   28,Marius-Victor Birsan                              
  972,915470,ROSIORII DE VEDE                        ,RO,+44:06:00,+024:58:00, 103, RR8,19820101,20200229,     ,                    
  450,108901,SIBIU                                   ,RO,+45:48:00,+024:09:00, 444, RR4,19610101,20200930,   28,Marius-Victor Birsan                              
  450,915260,SIBIU                                   ,RO,+45:48:00,+024:09:00, 444, RR8,19820101,20200229,     ,                    
  969,108902,SULINA                                  ,RO,+45:10:00,+029:44:00,   3, RR4,19610101,20200930,   28,Marius-Victor Birsan                              
  969,112332,SULINA                                  ,RO,+45:10:00,+029:44:00,   3, RR1,19520302,20110123,   47,GSN network                                       
  969,915360,SULINA                                  ,RO,+45:10:00,+029:44:00,   4, RR8,19820102,20200229,     ,                    
  967,108903,TULCEA                                  ,RO,+45:11:00,+028:49:00,   4, RR4,19610101,20200930,   28,Marius-Victor Birsan                              
  967,915335,TULCEA                                  ,RO,+45:11:00,+028:49:00,   5, RR8,19820101,20200229,     ,                    
