EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 08-12-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 BEGIN  : Begin date YYYYMMDD
 98-105 END    : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   BEGIN,     END,PARID,PARNAME

    6,101220,KARLSTAD                                ,SE,+59:21:00,+013:28:00,  46, RR1,19610101,20031231,   47,GSN network                                       
    6,138924,KARLSTAD                                ,SE,+59:21:00,+013:28:00,  46, RR9,18600101,20210831,   56,Marcus Flarup                                     
    6,138940,VARPNAS                                 ,SE,+59:24:00,+013:16:12,  68, RR9,19450101,19850930,   56,Marcus Flarup                                     
  342,101225,GOTSKA SANDON                           ,SE,+58:24:00,+019:12:00,  11, RR1,19610101,20110123,   47,GSN network                                       
  342,138480,GOTSKA SANDON                           ,SE,+58:24:00,+019:12:00,  11, RR9,18791101,20061231,   56,Marcus Flarup                                     
  342,138484,GOTSKA SANDON A                         ,SE,+58:23:39,+019:11:51,  16, RR9,19951217,20211031,   56,Marcus Flarup                                     
  462,101863,GOTEBORG A                              ,SE,+57:42:58,+011:59:40,   5, RR1,19610101,20041231,    1,Markku Rummukainen                                
  462,138198,GOTEBORG A                              ,SE,+57:42:58,+011:59:40,   5, RR9,19610101,20211031,   56,Marcus Flarup                                     
  462,138234,SAVE                                    ,SE,+57:46:48,+011:52:48,  20, RR9,19440101,20021130,   56,Marcus Flarup                                     
  465,119251,VISBY                                   ,SE,+57:40:00,+018:20:00,  42, RR1,19610101,20021025,   50,GHCND                                             
  465,138168,VISBY                                   ,SE,+57:40:00,+018:20:00,  42, RR9,18590801,20211031,   56,Marcus Flarup                                     
  465,138182,VISBY_FLYGPLATS                         ,SE,+57:39:36,+018:20:24,  42, RR9,19451001,20211031,   56,Marcus Flarup                                     
  465,902590,VISBY                                   ,SE,+57:40:00,+018:21:00,  47, RR8,19820101,20200229,     ,                    
 5877,137492,TRELLEBORG                              ,SE,+55:22:48,+013:07:48,   5, RR9,19450101,20211030,   56,Marcus Flarup                                     
 1418,137494,FALSTERBO                               ,SE,+55:22:48,+012:49:12,   5, RR9,18800101,20211031,   56,Marcus Flarup                                     
 5164,137494,FALSTERBO                               ,SE,+55:22:48,+012:49:12,   5, RR9,18800101,20211031,   56,Marcus Flarup                                     
 5164,137496,FALSTERBO_A                             ,SE,+55:22:48,+012:49:12,   5, RR9,20090701,20211031,   56,Marcus Flarup                                     
 5168,137502,YSTAD                                   ,SE,+55:26:24,+013:49:48,  20, RR9,19490101,20210930,   56,Marcus Flarup                                     
 5168,137506,KOPINGE                                 ,SE,+55:27:36,+013:56:24,  10, RR9,19450101,19890731,   56,Marcus Flarup                                     
 5879,137502,YSTAD                                   ,SE,+55:26:24,+013:49:48,  20, RR9,19490101,20210930,   56,Marcus Flarup                                     
 5879,137506,KOPINGE                                 ,SE,+55:27:36,+013:56:24,  10, RR9,19450101,19890731,   56,Marcus Flarup                                     
 5880,137508,VELLINGE                                ,SE,+55:28:12,+013:00:36,  10, RR9,19750101,20011231,   56,Marcus Flarup                                     
 5880,137514,HOKOPINGE                               ,SE,+55:30:00,+013:01:12,  17, RR9,19450102,19680930,   56,Marcus Flarup                                     
 5880,137534,MALMO A                                 ,SE,+55:34:17,+013:04:24,  20, RR9,19951101,20211031,   56,Marcus Flarup                                     
 5169,137510,SKILLINGE_A                             ,SE,+55:29:24,+014:19:12,   4, RR9,19951001,20211031,   56,Marcus Flarup                                     
 5169,137524,SIMRISHAMN                              ,SE,+55:32:24,+014:21:36,   8, RR9,19490101,19961031,   56,Marcus Flarup                                     
 5170,137512,BOLLERUP                                ,SE,+55:29:24,+014:03:00,  55, RR9,19450101,20210531,   56,Marcus Flarup                                     
 5170,137528,TOMELILLA                               ,SE,+55:33:00,+013:57:00,  67, RR9,19580901,20210930,   56,Marcus Flarup                                     
 5170,137530,STIBY                                   ,SE,+55:33:36,+014:11:24,  70, RR9,19971101,20211031,   56,Marcus Flarup                                     
 5172,137508,VELLINGE                                ,SE,+55:28:12,+013:00:36,  10, RR9,19750101,20011231,   56,Marcus Flarup                                     
 5172,137514,HOKOPINGE                               ,SE,+55:30:00,+013:01:12,  17, RR9,19450102,19680930,   56,Marcus Flarup                                     
 5172,137534,MALMO A                                 ,SE,+55:34:17,+013:04:24,  20, RR9,19951101,20211031,   56,Marcus Flarup                                     
